\f0\fs24 \cf0 Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-\
20,20,2007/12/17,22-352,CLE,,MIL,W (+5),1,50:13:00,10,25,0.4,0,5,0,11,13,0.846,1,7,8,5,1,0,2,3,31,20.8,+6\
21,21,2007/12/19,22-354,CLE,@,NYK,L (-18),1,36:52:00,12,21,0.571,3,6,0.5,5,6,0.833,1,7,8,6,6,0,4,1,32,30.3,-9\
22,22,2007/12/20,22-355,CLE,,LAL,W (+4),1,38:28:00,12,29,0.414,0,3,0,9,11,0.818,4,6,10,5,1,1,3,3,33,22.3,-7\
23,23,2007/12/23,22-358,CLE,,GSW,L (-9),1,40:51:00,8,20,0.4,0,2,0,9,13,0.692,2,3,5,8,1,1,3,2,25,18.4,-12\
24,24,2007/12/25,22-360,CLE,,MIA,W (+14),1,38:36:00,9,19,0.474,0,3,0,7,11,0.636,0,6,6,12,1,1,2,3,25,22.4,+18\
25,25,2007/12/27,22-362,CLE,@,DAL,W (+7),1,36:19:00,9,21,0.429,1,4,0.25,5,10,0.5,4,4,8,7,3,0,3,5,24,17.8,+5\
26,26,2007/12/29,22-364,CLE,@,NOH,L (-10),1,42:21:00,8,21,0.381,1,4,0.25,4,6,0.667,2,3,5,6,1,0,4,1,21,11.8,-18\
27,27,2008/1/2,23-003,CLE,,ATL,W (+4),1,40:05:00,13,22,0.591,1,3,0.333,9,11,0.818,1,4,5,6,2,1,2,1,36,31.4,+7\
28,28,2008/1/4,23-005,CLE,,SAC,W (+4),1,45:21:00,7,18,0.389,1,6,0.167,9,12,0.75,1,7,8,10,5,1,3,1,24,25.1,+7\
29,29,2008/1/6,23-007,CLE,@,TOR,W (+3),1,45:44:00,14,29,0.483,4,8,0.5,7,12,0.583,3,8,11,8,0,0,1,1,39,31,-1\
30,30,2008/1/8,23-009,CLE,,SEA,W (+16),1,35:10:00,8,18,0.444,0,3,0,6,6,1,2,6,8,3,2,0,4,2,22,15.1,+13\
31,31,2008/1/9,23-010,CLE,@,ATL,L (-9),1,43:23:00,13,22,0.591,0,4,0,5,9,0.556,3,7,10,6,3,1,3,3,31,27.1,-7\
32,32,2008/1/11,23-012,CLE,,CHA,W (+7),1,49:36:00,10,20,0.5,2,7,0.286,9,15,0.6,5,14,19,8,4,3,8,3,31,28.8,-2\
33,33,2008/1/15,23-016,CLE,@,MEM,W (+8),1,47:10:00,18,28,0.643,6,12,0.5,9,16,0.563,3,5,8,9,3,1,4,1,51,45,+10\
34,34,2008/1/17,23-018,CLE,@,SAS,W (+2),1,38:54:00,9,24,0.375,1,5,0.2,8,12,0.667,3,6,9,7,0,2,3,1,27,19,-11\
35,35,2008/1/21,23-022,CLE,@,MIA,W (+7),1,39:40:00,11,26,0.423,1,4,0.25,5,5,1,1,2,3,5,4,1,5,4,28,17.1,+12\
36,36,2008/1/23,23-024,CLE,,WAS,W (+36),1,31:08:00,7,13,0.538,1,3,0.333,8,9,0.889,2,6,8,8,2,1,0,2,23,27,+31\
37,37,2008/1/25,23-026,CLE,,PHO,L (-2),1,39:26:00,14,30,0.467,0,1,0,8,10,0.8,2,5,7,5,2,0,1,3,36,26,-12\
38,38,2008/1/27,23-028,CLE,@,LAL,W (+3),1,44:08:00,16,32,0.5,1,5,0.2,8,12,0.667,3,6,9,4,2,0,5,4,41,25.5,-3\
39,39,2008/1/30,23-031,CLE,@,POR,W (+1),1,43:53:00,13,29,0.448,3,6,0.5,8,12,0.667,2,12,14,4,2,2,4,3,37,26.3,+3\
40,40,2008/2/2,23-034,CLE,,LAC,W (+14),1,43:48:00,8,19,0.421,1,4,0.25,11,16,0.688,0,11,11,7,2,1,3,2,28,23,+15\
41,41,2008/2/5,23-037,CLE,,BOS,W (+1),1,42:24:00,11,21,0.524,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,30.4,+12\
42,42,2008/2/7,23-039,CLE,@,HOU,L (-15),1,41:13:00,12,23,0.522,2,5,0.4,6,11,0.545,1,6,7,6,2,2,3,0,32,25.8,-11\
43,43,2008/2/8,23-040,CLE,@,ATL,W (+5),1,44:00:00,11,24,0.458,0,3,0,4,4,1,4,7,11,7,2,1,1,2,26,24.3,+5\
44,44,2008/2/10,23-042,CLE,,DEN,L (-30),1,32:36:00,11,23,0.478,2,5,0.4,6,6,1,1,4,5,3,2,0,5,1,30,18.9,-25\
45,45,2008/2/11,23-043,CLE,@,ORL,W (+7),1,43:51:00,8,15,0.533,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,29,27.5,+10\
46,46,2008/2/13,23-045,CLE,,SAS,L (-7),1,42:44:00,17,31,0.548,1,5,0.2,4,7,0.571,2,4,6,9,0,1,3,4,39,27.9,-4\
47,47,2008/2/19,23-051,CLE,,HOU,L (-8),1,42:08:00,7,18,0.389,4,7,0.571,8,11,0.727,2,11,13,11,2,0,5,2,26,23.6,-8\
48,48,2008/2/20,23-052,CLE,@,IND,W (+9),1,43:14:00,11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31,30.1,+14\
49,49,2008/2/22,23-054,CLE,,WAS,W (+1),1,44:32:00,11,20,0.55,2,6,0.333,9,14,0.643,3,12,15,8,1,1,3,1,33,31,+2\
50,50,2008/2/24,23-056,CLE,,MEM,W (+20),1,39:02:00,10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,23.8,+19\
51,51,2008/2/26,23-058,CLE,@,MIL,L (-3),1,37:50:00,16,24,0.667,1,3,0.333,2,5,0.4,0,4,4,6,0,1,2,3,35,26.3,-2\
52,52,2008/2/27,23-059,CLE,@,BOS,L (-5),1,39:00:00,7,24,0.292,1,6,0.167,11,15,0.733,4,4,8,4,0,0,3,2,26,13.4,-13\
53,53,2008/2/29,23-061,CLE,,MIN,W (+8),1,43:35:00,11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,30,28.7,+12\
54,54,2008/3/2,23-063,CLE,,CHI,W (+9),1,39:51:00,15,29,0.517,0,5,0,7,8,0.875,3,3,6,6,1,0,3,1,37,27.1,+21\
55,55,2008/3/5,23-066,CLE,@,NYK,W (+14),1,43:50:00,16,30,0.533,7,13,0.538,11,16,0.688,1,7,8,10,4,0,2,3,50,44,+11\
56,56,2008/3/6,23-067,CLE,@,CHI,L (-11),1,37:55:00,13,27,0.481,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,39,25.2,-21\
57,57,2008/3/8,23-069,CLE,,IND,W (+8),1,38:13:00,11,24,0.458,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,38,32.5,+15\
58,58,2008/3/10,23-071,CLE,,POR,W (+8),1,43:41:00,7,18,0.389,1,4,0.25,9,13,0.692,1,9,10,11,1,2,4,0,24,22.1,+10\
59,59,2008/3/12,23-073,CLE,@,NJN,L (-5),1,45:41:00,12,23,0.522,2,7,0.286,16,23,0.696,3,8,11,7,1,2,6,5,42,31.7,-4\
60,60,2008/3/13,23-074,CLE,@,WAS,L (-2),1,43:23:00,9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,7,0,0,7,4,25,11.6,+3\
61,61,2008/3/16,23-077,CLE,,CHA,W (+7),1,41:40:00,11,24,0.458,1,3,0.333,10,16,0.625,2,5,7,10,1,2,1,2,33,28.7,+17\
62,62,2008/3/17,23-078,CLE,@,ORL,L (-14),1,42:14:00,11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,30,22.4,-7\
63,63,2008/3/19,23-080,CLE,,DET,W (+16),1,41:04:00,11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,30,29.9,+15\
64,64,2008/3/21,23-082,CLE,,TOR,W (+7),1,41:24:00,14,22,0.636,1,3,0.333,0,0,,0,12,12,5,1,0,5,1,29,21.9,-3\
65,65,2008/3/22,23-083,CLE,@,MIL,L (-10),1,38:35:00,9,25,0.36,3,9,0.333,8,10,0.8,4,7,11,4,2,0,4,3,29,18.8,-12\
66,66,2008/3/26,23-087,CLE,,NOH,L (-1),1,40:33:00,6,14,0.429,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,21,19.9,-3\
67,67,2008/3/29,23-090,CLE,@,DET,L (-14),1,35:18:00,4,17,0.235,1,5,0.2,4,6,0.667,0,4,4,5,0,0,5,0,13,1.6,-19\
68,68,2008/3/30,23-091,CLE,,PHI,W (+3),1,41:47:00,11,18,0.611,1,2,0.5,3,3,1,3,6,9,9,3,1,1,4,26,29.1,+7\
69,69,2008/4/2,23-094,CLE,@,CHA,W (+4),1,31:13:00,11,19,0.579,1,4,0.25,6,6,1,2,2,4,5,3,2,4,6,29,23.6,+3\
70,70,2008/4/3,23-095,CLE,,CHI,L (-3),1,38:30:00,10,24,0.417,3,7,0.429,10,14,0.714,0,5,5,4,2,2,3,4,33,21.7,-1\
71,71,2008/4/5,23-097,CLE,,ORL,L (-15),1,42:22:00,6,22,0.273,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,17,10.8,-15\
72,72,2008/4/9,23-101,CLE,,NJN,W (+21),1,35:22:00,11,21,0.524,1,4,0.25,10,13,0.769,4,3,7,8,1,2,0,2,33,32.4,+10\
73,73,2008/4/11,23-103,CLE,@,CHI,L (-5),1,38:11:00,13,21,0.619,2,6,0.333,6,12,0.5,0,6,6,2,3,0,3,2,34,24.5,-10\
74,74,2008/4/13,23-105,CLE,,MIA,W (+8),1,35:15:00,3,9,0.333,0,1,0,7,9,0.778,0,11,11,7,1,2,5,1,13,12.3,-3\
75,75,2008/4/14,23-106,CLE,@,PHI,W (+1),1,41:41:00,10,18,0.556,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,27,17.6,-5}
